HUC6,HydroID - Unique Feature ID,hydrocode,lat,long,Date,x_value,y_value,tscode,propcode
20700,208862,DGIF067412,38.7060192,-77.16038366,6/1/1998,59.344,21,17036-0,species
20700,208436,DGIF063287,39.01868805,-77.8003922,7/17/1998,11.583,21,16267-0,species
20700,208862,DGIF067412,38.7060192,-77.16038366,9/1/1998,59.344,21,17037-0,species
20700,213850,A22211,38.80286806,-77.46960576,7/21/1999,57.713,21,24210-0,species
20700,212094,A15001,38.71358089,-77.16763372,7/23/1999,57.436,21,24102-0,species
20700,208070,DGIF059634,38.71361243,-77.16750696,7/23/1999,57.436,21,15645-0,species
20700,206288,DGIF041623,39.03416359,-77.62443805,8/12/1999,305.061,21,13425-0,species
20700,213849,A22210,38.82044287,-77.46673539,8/19/1999,57.713,21,24209-0,species
20700,208870,DGIF067444,38.67124803,-77.71471771,6/29/2000,12.393,21,17056-0,species
20700,208896,DGIF067470,39.18038038,-77.61346752,8/10/2000,2.731,21,17082-0,species
20700,208899,DGIF067473,39.25563757,-77.5760732,8/11/2000,99.663,21,17085-0,species
20700,209689,DGIF303614,38.8027769,-77.47012074,8/7/2002,57.713,21,19861-0,species
20700,197794,DGIF011247,38.85221683,-77.40416888,8/18/1987,4.222,22,3002-0,species
20700,197819,DGIF011272,38.49248841,-77.43277838,8/21/1987,37.365,22,3027-0,species
20700,212144,A27002,38.49267658,-77.43267976,8/21/1987,37.365,22,24279-0,species
20700,197943,DGIF011412,38.05665837,-79.07056293,8/25/1988,33.581,22,3167-0,species
20700,197947,DGIF011416,39.06138283,-77.75556276,9/2/1988,22.492,22,3171-0,species
20700,197946,DGIF011415,38.99638286,-78.18000189,9/9/1988,23.852,22,3170-0,species
20700,198028,DGIF011507,39.09832915,-78.35389607,6/27/1989,104.869,22,3262-0,species
20700,207553,DGIF056494,38.70288352,-77.53322173,6/1/1997,26.569,22,14788-0,species
20700,207551,DGIF056492,38.60523481,-77.60264336,6/1/1997,16.633,22,14786-0,species
20700,207550,DGIF056491,38.6064033,-77.60565344,6/1/1997,16.633,22,14785-0,species
20700,215021,MAIA97-052,39.231774,-78.264888,7/17/1997,32.003,22,58054-0,species
20700,208426,DGIF063277,38.73318129,-77.74392152,6/1/1998,6.041,22,16257-0,species
20700,208435,DGIF063286,38.99853766,-77.85941432,7/16/1998,10.587,22,16266-0,species
20700,208439,DGIF063290,39.04303064,-77.76683404,7/20/1998,24.625,22,16270-0,species
20700,208438,DGIF063289,39.11627718,-77.74964463,7/20/1998,14.402,22,16269-0,species
20700,208444,DGIF063295,39.07673431,-77.69758395,8/3/1998,27.14,22,16275-0,species
20700,208445,DGIF063297,39.03734342,-77.72287881,8/6/1998,51.323,22,16276-0,species
20700,208092,DGIF059660,38.80276473,-77.46971844,7/21/1999,57.713,22,15670-0,species
20700,208091,DGIF059659,38.82055275,-77.46693938,8/19/1999,57.713,22,15669-0,species
20700,206287,DGIF041622,39.02277796,-77.70917494,8/23/1999,185.698,22,13424-0,species
20700,208139,DGIF059709,39.04500419,-77.29555321,10/7/1999,7.273,22,15719-0,species
20700,216421,A11202,39.04515487,-77.29592679,10/7/1999,7.273,22,24031-0,species
20700,208883,DGIF067457,38.7040728,-77.70565021,7/13/2000,37.92,22,17069-0,species
20700,208882,DGIF067456,38.73193923,-77.74493253,7/13/2000,8.566,22,17068-0,species
20700,208897,DGIF067471,39.19413144,-77.65882062,8/10/2000,26.177,22,17083-0,species
20700,208901,DGIF067475,39.11475602,-77.74904393,8/14/2000,14.402,22,17087-0,species
20700,213131,A21001,38.83026928,-77.59590771,9/27/2005,11.086,22,24182-0,species
20700,211282,DGIF316837,38.28662331,-78.82725294,5/17/2006,306.82,22,22991-0,species
20700,198112,DGIF011593,38.62721785,-78.46889265,8/17/1990,43.998,23,3348-0,species
20700,198120,DGIF011601,38.34832904,-77.37361688,8/24/1990,53.601,23,3356-0,species
20700,217212,A29006,38.34656759,-77.37305182,8/24/1990,53.601,23,24287-0,species
20700,207544,DGIF056485,38.88965639,-77.62924399,6/1/1997,0.436,23,14779-0,species
20700,207555,DGIF056496,38.88693393,-77.59537251,6/1/1997,13.875,23,14790-0,species
20700,207547,DGIF056488,38.71987205,-77.75902623,6/1/1997,21.449,23,14782-0,species
20700,208427,DGIF063278,38.70194567,-77.70178183,6/1/1998,37.92,23,16258-0,species
20700,208443,DGIF063294,39.06831806,-77.57337752,7/24/1998,3.386,23,16274-0,species
20700,207446,DGIF055952,39.08629155,-77.51156251,10/3/1998,16.307,23,14668-0,species
20700,211271,DGIF316813,38.07261393,-78.8849879,8/23/2006,180.477,23,22964-0,species
20700,198075,DGIF011556,38.06276978,-78.90389483,8/29/1989,169.212,24,3311-0,species
20700,198025,DGIF011504,39.20527646,-78.06945586,9/5/1989,100.833,24,3259-0,species
20700,198029,DGIF011508,39.08138378,-78.42472692,9/6/1989,70.495,24,3263-0,species
20700,198113,DGIF011594,38.70944263,-78.92055779,6/22/1990,106.996,24,3349-0,species
20700,212146,A28001,38.46846646,-77.38534083,10/3/1990,63.048,24,24282-0,species
20700,196459,DGIF007705,39.25479871,-77.57664699,7/8/1994,99.663,24,1171-0,species
20700,207545,DGIF056486,38.91085666,-77.60917076,6/1/1997,4.696,24,14780-0,species
20700,208451,DGIF063303,38.9749534,-77.64006312,8/29/1997,48.761,24,16282-0,species
20700,208440,DGIF063291,39.0917239,-77.68267809,7/23/1998,13.425,24,16271-0,species
20700,208441,DGIF063292,39.07248318,-77.68366092,7/23/1998,44.157,24,16272-0,species
20700,208145,DGIF059716,38.70221755,-77.21138147,8/11/1999,35.672,24,15725-0,species
20700,217157,A16001,38.70222561,-77.21141558,8/11/1999,35.672,24,24126-0,species
20700,208162,DGIF059735,39.02971739,-77.25944531,9/8/1999,2.703,24,15745-0,species
20700,208892,DGIF067466,38.97571482,-77.63897696,7/31/2000,49.924,24,17078-0,species
20700,212797,A21003,38.84724199,-77.54947632,9/27/2005,45.975,24,24183-0,species
20700,211270,DGIF316811,38.05945934,-78.91029182,5/16/2006,169.486,24,22961-0,species
20700,197816,DGIF011269,39.04193528,-77.69695392,8/20/1987,55.587,25,3024-0,species
20700,198119,DGIF011600,38.46832957,-77.38528643,10/3/1990,63.048,25,3355-0,species
20700,207554,DGIF056495,38.82396094,-77.57673978,6/1/1997,23.524,25,14789-0,species
20700,208432,DGIF063283,38.94326071,-77.89577064,7/13/1998,13.51,25,16263-0,species
20700,208434,DGIF063285,38.996651,-77.84126991,7/16/1998,24.534,25,16265-0,species
20700,208448,DGIF063300,38.9866462,-77.79553453,8/7/1998,140.78,25,16279-0,species
20700,217178,A11204,39.02956768,-77.25970219,9/8/1999,2.703,25,24035-0,species
20700,208898,DGIF067472,39.23333086,-77.59222718,8/11/2000,79.611,25,17084-0,species
20700,211275,DGIF316821,38.11156532,-78.8627997,8/22/2006,236.303,25,22974-0,species
20700,197815,DGIF011268,38.70471169,-77.5805656,9/30/1987,24.518,26,3023-0,species
20700,198030,DGIF011509,38.83888659,-78.6036189,6/26/1989,91.334,26,3264-0,species
20700,198024,DGIF011503,39.32221852,-78.20972789,6/28/1989,118.352,26,3258-0,species
20700,198034,DGIF011513,38.64193992,-77.63860632,8/9/1989,67.739,26,3268-0,species
20700,196452,DGIF007696,39.19341708,-78.07145391,7/26/1994,88.645,26,1164-0,species
20700,196453,DGIF007697,39.23090623,-78.04983358,8/4/1994,0.008,26,1165-0,species
20700,207543,DGIF056484,38.83014224,-77.59773696,6/1/1997,11.086,26,14778-0,species
20700,208430,DGIF063281,38.9183405,-77.9270006,7/10/1998,17.49,26,16261-0,species
20700,208895,DGIF067469,38.98664317,-77.82538284,8/3/2000,27.211,26,17081-0,species
20700,208903,DGIF067477,38.98674554,-77.7945605,8/16/2000,140.78,26,17089-0,species
20700,214691,1AGOO021.28,39.013133,-77.682862,10/5/2007,188.066,26,33718-0,species
20700,196456,DGIF007701,39.18081997,-78.07456978,7/20/1994,56.282,27,1168-0,species
20700,207556,DGIF056497,38.88828763,-77.57208361,6/1/1997,33.678,27,14791-0,species
20700,209072,DGIF068461,38.76985512,-77.05625449,9/19/2001,0.796,27,17288-0,species
20700,196457,DGIF007702,39.1876387,-78.07632421,7/26/1994,88.645,28,1169-0,species
20700,208431,DGIF063282,38.91394959,-77.92208205,7/10/1998,53.671,28,16262-0,species
20700,213136,USGS01638480,39.25510206,-77.57637775,8/12/1993,99.663,29,28625-0,species
20700,208447,DGIF063299,38.93748471,-77.86943596,8/7/1998,92.594,29,16278-0,species
20700,208902,DGIF067476,38.98176254,-77.81884927,8/16/2000,105.084,29,17088-0,species
20700,208446,DGIF063298,39.03179855,-77.62738022,8/6/1998,305.061,30,16277-0,species
20700,198032,DGIF011511,39.25360823,-77.58027327,8/11/1989,99.464,31,3266-0,species
20700,198033,DGIF011512,39.02860136,-77.62305147,8/10/1989,305.732,32,3267-0,species
20700,196455,DGIF007699,39.24838187,-78.04020312,8/10/1994,132.972,33,1167-0,species
20801,197022,DGIF010154,37.90721756,-77.78221875,5/22/1976,6.911,1,1844-0,species
20801,196479,DGIF007875,37.75337885,-75.61599781,2/28/1991,2.601,1,1193-0,species
20801,196760,DGIF008612,38.29120168,-77.47412508,5/15/1991,13.717,1,1521-0,species
20801,208335,DGIF062623,38.10261578,-77.35565768,7/9/1995,2.539,1,15941-0,species
20801,208342,DGIF062630,38.10208453,-77.34697461,7/9/1995,1.275,1,15949-0,species
20801,206801,DGIF051800,38.1020618,-77.34711255,7/25/1995,1.275,1,13990-0,species
20801,208328,DGIF062615,38.10206973,-77.34707795,8/7/1995,1.275,1,15934-0,species
20801,206742,DGIF051451,38.00794921,-77.72432348,8/9/1995,11.903,1,13930-0,species
20801,206762,DGIF051484,38.22504163,-78.01853658,8/10/1995,4.886,1,13950-0,species
20801,208343,DGIF062632,38.10206938,-77.34706657,8/22/1995,1.275,1,15950-0,species
20801,208339,DGIF062627,38.1216834,-77.35322651,8/22/1995,2.324,1,15945-0,species
20801,208328,DGIF062615,38.10206973,-77.34707795,9/9/1995,1.275,1,15933-0,species
20801,208325,DGIF062612,38.12173545,-77.35345197,9/9/1995,2.324,1,15930-0,species
20801,208331,DGIF062619,38.11960833,-77.36735507,9/9/1995,1.445,1,15937-0,species
20801,206417,DGIF050471,38.42631063,-78.43388984,2/26/1996,26.153,1,13591-0,species
20801,206761,DGIF051483,38.22503234,-78.01852554,3/6/1996,4.886,1,13949-0,species
20801,206420,DGIF050476,38.31749066,-78.43055038,3/15/1996,38.613,1,13594-0,species
20801,206426,DGIF050482,38.50734816,-78.35492403,3/18/1996,23.669,1,13600-0,species
20801,206940,DGIF053615,37.09507918,-76.27995529,4/11/1996,0.523,1,14131-0,species
20801,206942,DGIF053617,37.09510658,-76.27996483,5/21/1996,0.523,1,14133-0,species
20801,206501,DGIF050883,38.01989376,-77.74759257,8/14/1996,25.601,1,13675-0,species
20801,206809,DGIF051908,37.09506392,-76.43870202,10/16/1996,5.041,1,13998-0,species
20801,207277,DGIF055338,38.85122455,-77.85801722,8/7/1997,1.394,1,14477-0,species
20801,207314,DGIF055376,37.69896526,-76.35165804,6/29/1998,0.122,1,14514-0,species
20801,208934,DGIF067702,37.76681508,-77.60569026,6/15/2000,433.58,1,17139-0,species
20801,206209,DGIF041430,38.14423739,-77.25618701,8/8/2000,0.624,1,13231-0,species
20801,206198,DGIF041419,38.09466482,-77.25619027,8/9/2000,7.18,1,13220-0,species
20801,206195,DGIF041416,38.09038101,-77.07359402,8/10/2000,6.036,1,13217-0,species
20801,206262,DGIF041513,38.28791659,-77.45121566,5/1/2001,13.717,1,13314-0,species
20801,206250,DGIF041492,38.25234103,-77.37933487,9/19/2001,0.289,1,13293-0,species
20801,209365,DGIF301857,37.80664179,-77.47352626,10/26/2001,473.843,1,17900-0,species
20801,209368,DGIF301860,37.80670578,-77.47355728,3/2/2002,473.843,1,17903-0,species
20801,209369,DGIF301861,37.80666776,-77.47349096,3/7/2002,473.843,1,17904-0,species
20801,209378,DGIF301871,37.80662278,-77.4734931,4/18/2002,473.843,1,17913-0,species
20801,206109,DGIF041273,37.80692577,-77.47368306,5/1/2002,473.843,1,13074-0,species
20801,213838,F12005,37.68315344,-77.39218645,6/25/2003,1.166,1,24948-0,species
20801,209351,DGIF301792,37.56041782,-76.55116165,7/1/2003,158.831,1,17886-0,species
20801,209609,DGIF303302,37.2881154,-75.92226923,7/7/2003,0.057,1,19738-0,species
20801,209614,DGIF303307,37.09877351,-76.35463765,7/14/2003,25.348,1,19743-0,species
20801,209618,DGIF303311,37.8852761,-77.34473375,7/21/2003,24.001,1,19747-0,species
20801,209642,DGIF303335,36.86803258,-76.01393502,9/10/2003,4.116,1,19772-0,species
20801,210984,DGIF315478,37.85879161,-77.44229318,4/16/2004,2.676,1,22631-0,species
20801,214438,F04003,37.75921613,-77.51974083,6/15/2004,1.075,1,24853-0,species
20801,218512,F03005,37.83234665,-77.7149466,6/22/2004,0.326,1,24839-0,species
20801,210228,DGIF307784,38.05987058,-77.08030834,7/14/2004,0.535,1,20777-0,species
20801,218585,E01003,38.78591342,-77.97804689,7/22/2004,0.572,1,24565-0,species
20801,215192,E08008,38.52234162,-77.84067439,8/24/2004,4.178,1,24599-0,species
20801,213682,F08005,38.06494792,-77.87859603,11/8/2004,6.601,1,24893-0,species
20801,212165,D02005,37.90500342,-75.54080539,6/7/2005,1.872,1,24547-0,species
20801,210480,DGIF311571,37.6603131,-77.25174957,10/6/2005,1.561,1,21607-0,species
20801,216008,F17007,38.01272462,-77.39600239,10/26/2005,1.204,1,25017-0,species
20801,218800,F27006,37.23592302,-76.51388719,12/2/2005,1.097,1,25344-0,species
20801,212381,E23063,38.04116318,-76.82389069,6/30/2008,0.837,1,24780-0,species
20801,218776,3-XGR000.95,38.39283,-78.469474,11/6/2009,2.467,1,33818-0,species
20801,195491,DGIF001898,38.17083696,-78.13456557,10/1/1990,8.8,2,36-0,species
20801,195689,DGIF003163,37.65034175,-75.65072546,5/8/1991,0.018,2,245-0,species
20801,206100,DGIF041260,37.78597499,-76.61887839,10/6/1992,3.208,2,13061-0,species
20801,206096,DGIF041256,37.77229118,-76.59951393,10/6/1992,4.754,2,13057-0,species
20801,206176,DGIF041395,38.03974896,-76.82820845,4/23/1993,47.922,2,13196-0,species
20801,195984,DGIF005177,38.53120351,-78.29292665,5/27/1993,20.694,2,579-0,species
20801,196416,DGIF007631,38.01243441,-77.72213994,4/26/1994,11.903,2,1128-0,species
20801,196248,DGIF006872,38.012445,-77.72222244,4/26/1994,11.903,2,910-0,species
20801,196426,DGIF007642,38.0124367,-77.72217266,4/26/1994,11.903,2,1138-0,species
20801,206120,DGIF041309,37.81480642,-77.47150223,5/18/1994,483.743,2,13110-0,species
20801,196359,DGIF007203,37.46527582,-76.53986797,8/12/1994,15.597,2,1024-0,species
20801,206613,DGIF051302,38.22458958,-78.01812106,8/23/1994,4.886,2,13801-0,species
20801,196424,DGIF007640,38.01242992,-77.72217484,10/26/1994,11.903,2,1136-0,species
20801,206771,DGIF051596,37.25293921,-76.54010313,3/13/1995,0.578,2,13959-0,species
20801,196399,DGIF007587,37.59384468,-77.0805566,4/21/1995,33.862,2,1111-0,species
20801,196433,DGIF007649,37.91924948,-76.85785381,6/29/1995,32.997,2,1145-0,species
20801,206306,DGIF050036,38.14746731,-77.94155342,7/27/1995,65.164,2,13443-0,species
20801,206746,DGIF051455,38.04767775,-77.78089334,8/8/1995,2.411,2,13934-0,species
20801,206315,DGIF050045,38.59295444,-77.96579748,8/24/1995,372.954,2,13452-0,species
20801,206317,DGIF050047,38.75913739,-78.02808964,9/19/1995,48.527,2,13454-0,species
20801,206318,DGIF050048,38.65425316,-78.13093968,9/20/1995,90.883,2,13455-0,species
20801,206320,DGIF050050,38.01575538,-77.71575396,10/25/1995,390.834,2,13457-0,species
20801,206745,DGIF051454,38.00797323,-77.72453875,3/5/1996,11.903,2,13933-0,species
20801,206421,DGIF050477,38.4121897,-78.43875261,3/15/1996,26.153,2,13595-0,species
20801,206321,DGIF050051,38.01580219,-77.71613904,4/25/1996,378.802,2,13458-0,species
20801,206526,DGIF051010,38.1929626,-78.0099595,6/5/1997,30.944,2,13714-0,species
20801,207372,DGIF055803,38.09282249,-77.38358075,3/10/1998,12.819,2,14573-0,species
20801,207302,DGIF055364,37.82223407,-76.28213942,6/5/1998,0.054,2,14502-0,species
20801,207272,DGIF055333,37.4066866,-76.54988732,7/2/1998,11.213,2,14472-0,species
20801,207289,DGIF055351,37.28819082,-75.92255716,7/27/1998,0.057,2,14489-0,species
20801,207290,DGIF055352,37.12716563,-75.95322147,7/28/1998,0.779,2,14490-0,species
20801,207375,DGIF055806,38.13776487,-77.44572288,8/17/1998,157.096,2,14576-0,species
20801,208643,DGIF064725,38.13050902,-78.20866666,10/23/1998,12.007,2,16753-0,species
20801,208642,DGIF064724,38.29151851,-78.37264809,10/30/1998,50.753,2,16752-0,species
20801,206120,DGIF041309,37.81480642,-77.47150223,3/26/1999,483.743,2,13111-0,species
20801,206006,DGIF041144,37.61771141,-77.07498768,8/23/1999,28.716,2,12943-0,species
20801,207605,DGIF057733,38.06431708,-77.85195403,11/9/1999,7.752,2,14843-0,species
20801,206120,DGIF041309,37.81480642,-77.47150223,4/17/2000,483.743,2,13115-0,species
20801,206120,DGIF041309,37.81480642,-77.47150223,4/28/2000,483.743,2,13116-0,species
20801,206204,DGIF041425,38.10304488,-77.07113709,8/10/2000,6.43,2,13226-0,species
20801,206057,DGIF041205,37.69505693,-77.06934343,8/16/2000,6.625,2,13004-0,species
20801,205928,DGIF041030,37.5486851,-76.9565091,9/13/2000,0.405,2,12829-0,species
20801,206164,DGIF041381,37.98410509,-76.98170792,9/14/2000,0.356,2,13182-0,species
20801,206120,DGIF041309,37.81480642,-77.47150223,3/25/2001,483.743,2,13117-0,species
20801,206120,DGIF041309,37.81480642,-77.47150223,4/13/2001,483.743,2,13118-0,species
20801,209027,DGIF067857,38.48666421,-77.90637408,5/24/2001,2.397,2,17238-0,species
20801,209008,DGIF067838,37.67582765,-76.48722579,7/18/2001,98.483,2,17219-0,species
20801,209020,DGIF067850,37.78250023,-76.6888737,7/30/2001,4.159,2,17231-0,species
20801,206141,DGIF041348,37.87917803,-76.9697305,8/13/2001,13.621,2,13149-0,species
20801,206153,DGIF041370,37.92262514,-76.72172464,8/14/2001,62.205,2,13171-0,species
20801,206148,DGIF041365,37.90682591,-76.72194785,8/14/2001,66.936,2,13166-0,species
20801,206149,DGIF041366,37.9136427,-76.8709259,8/14/2001,32.561,2,13167-0,species
20801,210951,DGIF315398,38.21060253,-77.24271584,10/30/2001,0.235,2,22584-0,species
20801,206235,DGIF041472,38.21230018,-77.24424962,10/30/2001,0.233,2,13273-0,species
20801,206235,DGIF041472,38.21230018,-77.24424962,11/14/2001,0.233,2,13274-0,species
20801,209372,DGIF301864,37.80668711,-77.47353546,3/8/2002,473.843,2,17907-0,species
20801,206118,DGIF041305,37.81380692,-77.46192038,4/22/2002,483.743,2,13106-0,species
20801,206118,DGIF041305,37.81380692,-77.46192038,5/1/2002,483.743,2,13107-0,species
20801,206057,DGIF041205,37.69505693,-77.06934343,8/20/2002,6.625,2,13005-0,species
20801,209676,DGIF303488,37.87486007,-76.85031255,2/14/2003,56.601,2,19846-0,species
20801,215337,C14001,37.42444513,-75.91337081,5/1/2003,2.04,2,24533-0,species
20801,209600,DGIF303293,37.13607304,-76.43337901,6/17/2003,14.582,2,19729-0,species
20801,209610,DGIF303303,37.51419467,-75.8055481,7/8/2003,5.706,2,19739-0,species
20801,212819,F25006,37.55753443,-76.74553147,7/8/2003,13.457,2,25338-0,species
20801,215460,C15004,37.28191953,-75.97951025,9/8/2003,0.961,2,24538-0,species
20801,217460,C12006,37.68175752,-75.78126826,9/9/2003,3.192,2,24527-0,species
20801,209641,DGIF303334,36.82201563,-75.98339495,9/9/2003,2.24,2,19771-0,species
20801,209653,DGIF303387,37.98705941,-77.50829856,10/29/2003,10.91,2,19784-0,species
20801,210983,DGIF315477,37.89128041,-77.45430107,4/16/2004,425.217,2,22630-0,species
20801,210018,DGIF306665,38.79380625,-77.96891977,4/29/2004,8.668,2,20564-0,species
20801,212309,F02001,38.00569957,-77.97445076,6/30/2004,0.926,2,24833-0,species
20801,210158,DGIF307506,38.34175574,-78.03527216,9/16/2004,2.495,2,20707-0,species
20801,217500,E16006,38.27886514,-78.04624932,9/16/2004,1.875,2,24649-0,species
20801,217499,E16001,38.34188334,-78.03499759,9/16/2004,2.495,2,24646-0,species
20801,210134,DGIF307379,38.42239006,-78.41295524,9/24/2004,4.458,2,20682-0,species
20801,214641,E11004,38.42252096,-78.41268931,9/24/2004,4.458,2,24627-0,species
20801,209931,DGIF305107,37.08735269,-76.35783185,10/22/2004,25.348,2,20430-0,species
20801,209932,DGIF305109,37.09096489,-76.37532851,11/17/2004,25.348,2,20437-0,species
20801,215950,D06003,37.18090028,-75.96810141,6/6/2005,1.859,2,24562-0,species
20801,216187,D06002,37.21623921,-75.95085171,6/6/2005,1.348,2,24561-0,species
20801,212164,D02002,37.86255707,-75.54029232,6/7/2005,0.837,2,24546-0,species
20801,216425,D03006,37.63660499,-75.72494962,6/8/2005,1.084,2,24553-0,species
20801,215868,F11002,37.89432454,-77.77368672,6/14/2005,0.324,2,24935-0,species
20801,216677,F10001,37.982703,-77.89038512,6/24/2005,0.679,2,24928-0,species
20801,216417,F15008,38.23631721,-77.57147593,7/21/2005,1.33,2,24981-0,species
20801,218492,F19009,38.07621888,-77.44955512,10/20/2005,1.561,2,25108-0,species
20801,216012,F25004,37.58333886,-76.8361146,10/28/2005,0.519,2,25336-0,species
20801,212358,C05005,37.42546522,-76.51147527,11/3/2005,0.473,2,24507-0,species
20801,214286,C04101,37.45959155,-76.35167392,11/8/2005,1.156,2,24504-0,species
20801,210831,DGIF314764,38.53731891,-78.30609535,5/25/2006,20.694,2,22275-0,species
20801,211164,DGIF316484,37.92361712,-76.72076883,7/25/2006,62.205,2,22839-0,species
20801,197008,DGIF010136,37.63361132,-76.59777723,11/13/1976,3.802,3,1817-0,species
20801,197887,DGIF011342,37.72332881,-77.73027609,4/4/1986,4.941,3,3096-0,species
20801,195490,DGIF001897,38.09776796,-78.19120378,10/1/1990,12.007,3,35-0,species
20801,216293,C10002,37.84858246,-75.63617111,8/11/1992,6.758,3,24520-0,species
20801,206192,DGIF041413,38.08167204,-76.84683587,4/23/1993,25.923,3,13214-0,species
20801,211979,VA531S,38.53744,-78.30582,5/27/1993,20.694,3,58088-0,species
20801,206667,DGIF051356,38.04814422,-77.7814767,8/23/1994,2.411,3,13855-0,species
20801,206651,DGIF051340,38.01916662,-77.71466775,8/25/1994,378.802,3,13839-0,species
20801,206681,DGIF051370,38.0688077,-77.77802937,2/16/1995,352.587,3,13869-0,species
20801,206666,DGIF051355,38.01932286,-77.71445578,5/25/1995,378.802,3,13854-0,species
20801,196432,DGIF007648,37.91931585,-76.85775156,6/27/1995,32.997,3,1144-0,species
20801,206754,DGIF051463,38.03098142,-77.72737459,2/15/1996,352.587,3,13942-0,species
20801,206418,DGIF050472,38.38563612,-78.38694167,2/25/1996,14.171,3,13592-0,species
20801,206365,DGIF050324,37.87742381,-76.74468472,3/22/1996,71.993,3,13535-0,species
20801,206788,DGIF051716,37.38285883,-76.44262212,4/21/1996,60.429,3,13977-0,species
20801,206943,DGIF053618,37.09504593,-76.28002481,5/31/1996,0.523,3,14134-0,species
20801,206998,DGIF054310,38.04806412,-77.77724214,8/14/1996,2.411,3,14189-0,species
20801,207040,DGIF054353,38.03156484,-77.72438722,2/6/1997,352.587,3,14231-0,species
20801,207312,DGIF055374,37.5076973,-76.42494373,5/28/1998,0.898,3,14512-0,species
20801,207305,DGIF055367,36.87562435,-76.01201687,6/16/1998,7.15,3,14505-0,species
20801,207307,DGIF055369,36.8743645,-76.06929575,6/17/1998,20.4,3,14507-0,species
20801,207315,DGIF055377,37.69892664,-76.35159245,6/30/1998,0.122,3,14515-0,species
20801,207282,DGIF055343,37.71902764,-75.78796448,7/20/1998,10.477,3,14482-0,species
20801,207287,DGIF055349,37.85237928,-75.53202298,7/22/1998,0.949,3,14487-0,species
20801,207281,DGIF055342,37.80210236,-75.69390325,7/22/1998,4.276,3,14481-0,species
20801,207291,DGIF055353,37.7257741,-75.60463091,7/23/1998,9.165,3,14491-0,species
20801,207283,DGIF055344,37.54735083,-75.88168915,7/23/1998,18.9,3,14483-0,species
20801,207288,DGIF055350,37.51074953,-75.80623962,7/29/1998,1.658,3,14488-0,species
20801,215417,E09201,38.46977492,-77.90227779,3/4/1999,18.232,3,24603-0,species
20801,207743,DGIF058204,38.45325371,-77.90112335,6/25/1999,59.702,3,15032-0,species
20801,206084,DGIF041243,37.72294127,-76.82285952,8/2/1999,2.2,3,13043-0,species
20801,206073,DGIF041223,37.70904355,-76.92202748,8/3/1999,2.756,3,13022-0,species
20801,206009,DGIF041148,37.62640771,-77.2481772,8/23/1999,8.826,3,12947-0,species
20801,205974,DGIF041105,37.57705483,-77.0705955,9/3/1999,0.296,3,12904-0,species
20801,205963,DGIF041094,37.57139731,-76.91298924,9/29/1999,2.047,3,12893-0,species
20801,208965,DGIF067748,37.78561136,-77.11667533,10/29/1999,4.945,3,17175-0,species
20801,208574,DGIF063960a,37.62004105,-76.97497929,4/12/2000,0.306,3,16622-0,species
20801,208694,DGIF064800,38.11650486,-78.19836602,5/18/2000,12.007,3,16809-0,species
20801,208693,DGIF064799,37.79237383,-77.83118188,5/18/2000,306.281,3,16808-0,species
20801,206210,DGIF041431,38.15410341,-77.14667167,8/9/2000,1.201,3,13232-0,species
20801,206190,DGIF041409,38.07923932,-77.25241955,8/11/2000,0.969,3,13210-0,species
20801,206083,DGIF041241,37.72293614,-77.06958078,8/15/2000,0.815,3,13041-0,species
20801,206084,DGIF041243,37.72294127,-76.82285952,8/15/2000,2.2,3,13044-0,species
20801,206058,DGIF041207,37.69526716,-76.8831093,8/16/2000,1.546,3,13006-0,species
20801,206018,DGIF041161,37.6379775,-77.06600242,8/17/2000,23.987,3,12960-0,species
20801,206009,DGIF041148,37.62640771,-77.2481772,8/17/2000,8.826,3,12948-0,species
20801,205997,DGIF041133,37.60673474,-77.30469593,8/22/2000,1.289,3,12933-0,species
20801,205977,DGIF041108,37.57941269,-76.71963352,8/23/2000,1.238,3,12908-0,species
20801,205968,DGIF041099,37.57520455,-77.18788981,9/7/2000,0.473,3,12898-0,species
20801,205962,DGIF041092,37.57009156,-76.84397506,9/7/2000,2.651,3,12891-0,species
20801,205934,DGIF041037,37.55294419,-76.70389819,9/7/2000,6.482,3,12836-0,species
20801,205924,DGIF041025,37.53487695,-77.02461468,9/7/2000,3.833,3,12824-0,species
20801,205979,DGIF041112,37.58244758,-77.18789352,9/13/2000,3.414,3,12911-0,species
20801,206113,DGIF041284,37.80924989,-77.4742764,4/13/2001,473.843,3,13092-0,species
20801,209357,DGIF301849,37.80667116,-77.47360435,5/9/2001,473.843,3,17892-0,species
20801,209016,DGIF067846,38.45638118,-77.90082904,5/31/2001,59.702,3,17227-0,species
20801,209013,DGIF067843,38.39276742,-78.22000204,6/11/2001,170.311,3,17224-0,species
20801,209025,DGIF067855,37.64582772,-76.56833046,6/28/2001,10.937,3,17236-0,species
20801,209009,DGIF067839,37.65416168,-76.44499705,7/17/2001,10.036,3,17220-0,species
20801,206140,DGIF041347,37.87497149,-76.96973279,8/13/2001,13.621,3,13148-0,species
20801,206254,DGIF041498,38.26283193,-77.42261779,8/14/2001,5.468,3,13299-0,species
20801,206166,DGIF041383,37.99268905,-76.80579585,8/14/2001,69.693,3,13184-0,species
20801,210949,DGIF315396,38.26190364,-77.42230919,8/14/2001,5.468,3,22581-0,species
