HUC6,HydroID - Unique Feature ID,hydrocode,lat,long,Date,x_value,y_value,tscode,propcode
50702,198007,DGIF011481,37.15749159,-82.28584002,8/18/1988,48.667,17,3236-0,species
50702,198195,DGIF011680,37.19805039,-81.62444635,8/27/1990,32.812,17,3434-0,species
50702,211444,DGIF319415,37.28191147,-82.109056,9/12/2007,357.479,18,23347-0,species
50702,198004,DGIF011476,37.42453347,-82.02313924,8/17/1988,60.478,19,3231-0,species
50702,198066,DGIF011547,37.20054666,-82.2944461,7/19/1989,227.945,19,3302-0,species
50702,209916,DGIF305035,37.14847439,-81.70291782,9/13/2001,24.558,20,20393-0,species
50702,209916,DGIF305035,37.14847439,-81.70291782,9/13/2001,24.558,20,20392-0,species
51301,217650,320000604,36.3944,-85.58833,1/1/2000,1.579,1,31694-0,species
51301,212963,320000109,36.13833,-85.87,1/1/2000,445.604,1,31672-0,species
51301,218102,220010902,36.03472222,-85.93888889,1/1/2001,368.945,1,31286-0,species
51301,218101,220010901,35.99194444,-86.02555556,1/1/2001,173.818,1,31285-0,species
51301,213866,320010305,36.56166667,-85.50944444,1/1/2001,0.752,1,31728-0,species
51301,213179,320010501,35.73083333,-85.81388889,1/1/2001,0.036,1,31732-0,species
51301,212975,320010211,36.17833333,-85.90916667,1/1/2001,87.026,1,31721-0,species
51301,215338,420022201,36.40083333,-84.3275,1/1/2002,3.291,1,32805-0,species
51301,215411,420023301,36.42583333,-84.2625,1/1/2002,33.089,1,32825-0,species
51301,216057,420023201,36.40333333,-84.23944444,1/1/2002,6.919,1,32824-0,species
51301,216263,320021001,35.81056,-85.78111,1/1/2002,74.836,1,31783-0,species
51301,218408,420022502,36.37444444,-84.30694444,1/1/2002,7.512,1,32809-0,species
51301,218748,420020501,36.45138889,-84.21722222,1/1/2002,57.763,1,32786-0,species
51301,213014,320040111,36.1783,-85.9092,1/1/2004,87.026,1,31805-0,species
51301,213012,320040109,36.13972,-85.87,1/1/2004,445.604,1,31803-0,species
51301,212541,320050502,36.3112,-85.55972,1/1/2005,119.463,1,31865-0,species
51301,213034,320050109,36.13972,-85.87,1/1/2005,445.604,1,31848-0,species
51301,213036,320050111,36.1783,-85.9092,1/1/2005,87.026,1,31850-0,species
51301,218107,220051401,36.031166,-85.9345,1/1/2005,368.945,1,31423-0,species
51301,212936,320060109,36.13972,-85.87,1/1/2006,445.604,1,31899-0,species
51301,218402,420071001,36.52896,-83.88863,1/1/2007,14.834,1,33342-0,species
51301,213058,320070211,36.1783,-85.9092,1/1/2007,87.026,1,31952-0,species
51301,213056,320070209,36.13972,-85.87,1/1/2007,445.604,1,31950-0,species
51301,212913,320071201,35.80817,-85.42522,1/1/2007,378.336,1,31970-0,species
51301,212914,320080301,35.80817,-85.42522,1/1/2008,378.336,1,31988-0,species
51301,213642,320080402,35.5265,-85.69363,1/1/2008,465.25,1,31990-0,species
51301,212857,320080501,35.87929,-85.48494,1/1/2008,418.885,1,31992-0,species
51301,214432,419940701,36.57416667,-84.15194444,1/1/1994,1.65,2,32133-0,species
51301,212962,320000108,36.13333,-85.85972,1/1/2000,445.584,2,31671-0,species
51301,212923,320000113,36.18556,-85.855,1/1/2000,2.588,2,31676-0,species
51301,212919,320000104,36.135,-85.80472,1/1/2000,0.248,2,31667-0,species
51301,212972,320010208,36.13333333,-85.86333333,1/1/2001,445.584,2,31718-0,species
51301,212969,320010205,36.13916667,-85.8025,1/1/2001,70.128,2,31715-0,species
51301,212968,320010204,36.135,-85.80472222,1/1/2001,0.248,2,31714-0,species
51301,212966,320010202,36.10666667,-85.81916667,1/1/2001,11.978,2,31712-0,species
51301,212076,420020801,36.43222222,-84.26388889,1/1/2002,1.045,2,32789-0,species
51301,212079,420022401,36.3775,-84.36611111,1/1/2002,1.487,2,32807-0,species
51301,212700,420022901,36.4075,-84.19944444,1/1/2002,4.796,2,32816-0,species
51301,214955,420025702,36.43638889,-84.13944444,1/1/2002,4.266,2,32880-0,species
51301,215410,420023001,36.41722222,-84.21111111,1/1/2002,3.796,2,32817-0,species
51301,215503,420022701,36.41416667,-84.235,1/1/2002,2.302,2,32814-0,species
51301,218411,420022505,36.39194444,-84.33111111,1/1/2002,17.937,2,32812-0,species
51301,219045,420022001,36.31,-84.29638889,1/1/2002,9.613,2,32803-0,species
51301,218106,220040802,36.03472222,-85.93888889,1/1/2004,368.945,2,31383-0,species
51301,218105,220040801,35.99194444,-86.02555556,1/1/2004,173.818,2,31382-0,species
51301,212540,320050501,36.29462,-85.56032,1/1/2005,108.596,2,31864-0,species
51301,212542,320050503,36.34079,-85.56439,1/1/2005,125.097,2,31866-0,species
51301,217657,320051105,36.3572,-85.592,1/1/2005,22.957,2,31887-0,species
51301,217731,320050804,35.7564,-85.61,1/1/2005,252.203,2,31874-0,species
51301,210620,DGIF313440,36.81602637,-83.16788031,9/27/2005,4.121,2,21972-0,species
51301,212938,320060111,36.1783,-85.9092,1/1/2006,87.026,2,31901-0,species
51301,218109,220060301,36.01872,-85.56043,1/1/2006,241.275,2,31493-0,species
51301,218110,220060302,35.9935,-86.02604,1/1/2006,173.818,2,31494-0,species
51301,218112,220070402,35.9935,-86.02604,1/1/2007,173.818,2,31528-0,species
51301,218111,220070401,36.01872,-85.56043,1/1/2007,241.275,2,31527-0,species
51301,213069,320080109,36.13972,-85.87,1/1/2008,445.604,2,31980-0,species
51301,213071,320080111,36.1783,-85.9092,1/1/2008,87.026,2,31982-0,species
51301,215851,419942201,36.5025,-83.95416667,1/1/1994,10.328,3,32163-0,species
51301,213287,419940503,36.57388889,-83.90388889,1/1/1994,21.506,3,32128-0,species
51301,213648,319980105,35.765,-85.7325,1/1/1998,109.609,3,31617-0,species
51301,213180,320010502,35.71638889,-85.76722222,1/1/2001,63.431,3,31733-0,species
51301,212077,420020701,36.44111111,-84.24444444,1/1/2002,1.208,3,32788-0,species
51301,213832,420022301,36.39305556,-84.34305556,1/1/2002,3.694,3,32806-0,species
51301,215388,420021101,36.44527778,-84.18194444,1/1/2002,2.543,3,32792-0,species
51301,216047,420021801,36.32138889,-84.31138889,1/1/2002,30.391,3,32800-0,species
51301,218681,420021301,36.45694444,-84.15833333,1/1/2002,11.667,3,32795-0,species
51301,217728,320050801,35.7385,-85.5956,1/1/2005,194.08,3,31871-0,species
51301,217729,320050802,35.74453,-85.5959,1/1/2005,194.08,3,31872-0,species
51301,218108,220051402,35.993333,-86.025833,1/1/2005,173.818,3,31424-0,species
51301,212261,320060601,35.658,-85.808,1/1/2006,303.958,3,31915-0,species
51301,212263,320060603,35.6627,-85.8004,1/1/2006,0.045,3,31917-0,species
51301,218404,420071003,36.54069,-83.92971,1/1/2007,24.436,3,33344-0,species
51301,216364,420070902,36.2381,-84.3329,1/1/2007,217.219,3,33341-0,species
51301,213075,320080702,36.14858,-85.83851,1/1/2008,9.244,3,31995-0,species
51301,218114,220080702,36.03125,-85.93421,1/1/2008,368.945,3,31569-0,species
51301,216450,419941701,36.55166667,-84.06777778,1/1/1994,4.578,4,32158-0,species
51301,215864,419942703,36.56388889,-83.75694444,1/1/1994,10.421,4,32170-0,species
51301,215914,420021201,36.44583333,-84.18194444,1/1/2002,2.543,4,32793-0,species
51301,217450,420020601,36.44055556,-84.24111111,1/1/2002,44.705,4,32787-0,species
51301,212862,320040603,35.87068,-85.48053,1/1/2004,418.885,4,31823-0,species
51301,212861,320040602,35.87661,-85.48746,1/1/2004,418.885,4,31822-0,species
51301,217652,320040502,36.30505,-85.33826,1/1/2004,27.066,4,31820-0,species
51301,217730,320050803,35.7545,-85.5922,1/1/2005,252.203,4,31873-0,species
51301,217732,320050805,35.76,-85.6149,1/1/2005,252.203,4,31875-0,species
51301,217733,320050806,35.762,-85.6065,1/1/2005,252.203,4,31876-0,species
51301,218403,420071002,36.54381,-83.91232,1/1/2007,14.834,4,33343-0,species
51301,218113,220080701,35.987,-86.035,1/1/2008,166.488,4,31568-0,species
51301,218679,419940201,36.57833333,-84.23194444,1/1/1994,3.067,5,32109-0,species
51301,217680,419942501,36.53972222,-83.92666667,1/1/1994,14.834,5,32166-0,species
51301,212421,319980701,35.41111111,-85.70583333,1/1/1998,56.862,5,31646-0,species
51301,214753,420022101,36.32,-84.31472222,1/1/2002,30.391,5,32804-0,species
51301,215385,420022801,36.41055556,-84.22888889,1/1/2002,17.31,5,32815-0,species
51301,218409,420022503,36.38444444,-84.34305556,1/1/2002,22.895,5,32810-0,species
51301,219156,320020602,36.53361,-84.94556,1/1/2002,76.892,5,31777-0,species
51301,213825,419940801,36.57166667,-84.17888889,1/1/1994,7.168,6,32134-0,species
51301,215863,419942702,36.56555556,-83.75194444,1/1/1994,10.421,6,32169-0,species
51301,215193,420021501,36.44111111,-84.32166667,1/1/2002,2.695,6,32797-0,species
51301,215915,420021202,36.45722222,-84.15861111,1/1/2002,11.667,6,32794-0,species
51301,217459,420021701,36.32333333,-84.32833333,1/1/2002,34.537,6,32799-0,species
51301,212860,320040601,35.92248,-85.46656,1/1/2004,343.542,6,31821-0,species
51301,217651,320040501,36.2882,-85.33325,1/1/2004,27.066,6,31819-0,species
51301,218675,419942601,36.56944444,-83.92388889,1/1/1994,62.673,7,32167-0,species
51301,219066,419941601,36.5325,-84.03416667,1/1/1994,14.255,7,32157-0,species
51301,213836,419941401,36.58527778,-84.10222222,1/1/1994,3.903,7,32154-0,species
51301,212204,419940401,36.57055556,-84.24111111,1/1/1994,11.692,7,32115-0,species
51301,212824,419940901,36.55861111,-84.17722222,1/1/1994,3.477,7,32135-0,species
51301,213659,319991401,35.51833333,-85.675,1/1/1999,436.185,7,31661-0,species
51301,214303,420021601,36.43833333,-84.31027778,1/1/2002,2.504,7,32798-0,species
51301,218410,420022504,36.37055556,-84.39333333,1/1/2002,47.228,7,32811-0,species
51301,219155,320020601,36.53528,-84.95167,1/1/2002,85.974,7,31776-0,species
51301,214678,320050602,35.71339,-85.26335,1/1/2005,51.857,7,31868-0,species
51301,215862,419942701,36.57472222,-83.73527778,1/1/1994,10.421,8,32168-0,species
51301,217744,419942401,36.55138889,-83.98472222,1/1/1994,104.965,8,32165-0,species
51301,218056,319980502,35.85666667,-85.79083333,1/1/1998,44.217,8,31643-0,species
51301,219154,319980602,36.53,-84.94333333,1/1/1998,76.892,8,31645-0,species
51301,212405,420020901,36.44722222,-84.26416667,1/1/2002,0.829,8,32790-0,species
51301,212863,320040604,35.86893,-85.47568,1/1/2004,418.885,8,31824-0,species
51301,214677,320050601,35.71339,-85.26335,1/1/2005,51.857,8,31867-0,species
51301,219153,319980601,36.535,-84.9525,1/1/1998,85.974,9,31644-0,species
51301,212391,420002301,36.58166667,-83.78527778,1/1/2000,23.264,9,32662-0,species
51301,218563,420021401,36.44361111,-84.32083333,1/1/2002,9.129,9,32796-0,species
51301,219052,419941001,36.54361111,-84.17722222,1/1/1994,4.108,10,32138-0,species
51301,216261,319980401,35.81055556,-85.78111111,1/1/1998,74.836,10,31640-0,species
51301,212858,320000401,36.03167,-85.33611,1/1/2000,88.201,10,31687-0,species
51301,213289,320050401,36.32462,-84.7863,1/1/2005,256.323,10,31862-0,species
51301,219095,320060901,35.976,-85.202,1/1/2006,9.862,10,31925-0,species
51301,214047,320000901,35.92056,-85.91583,1/1/2000,21.003,11,31699-0,species
51301,218293,320000801,36.24917,-85.39222,1/1/2000,79.17,11,31697-0,species
51301,214950,320030802,35.59333,-85.86639,1/1/2003,221.616,11,31792-0,species
51301,219032,320030402,36.30527,-85.19194,1/1/2003,113.752,11,31789-0,species
51301,213290,320050402,36.35064,-84.73138,1/1/2005,296.288,11,31863-0,species
51301,218562,419941301,36.44277778,-84.22611111,1/1/1994,53.483,12,32153-0,species
51301,215645,419941201,36.47138889,-84.28666667,1/1/1994,17.895,12,32152-0,species
51301,218055,319980501,35.88166667,-85.75,1/1/1998,65.18,12,31642-0,species
51301,213660,319991402,35.54666667,-85.68333333,1/1/1999,1.91,12,31662-0,species
51301,214048,320000902,35.98694,-85.92389,1/1/2000,71.495,12,31700-0,species
51301,218294,320000802,36.27278,-85.42306,1/1/2000,100.463,12,31698-0,species
51301,212911,320000701,35.76583,-85.39611,1/1/2000,357.334,12,31695-0,species
51301,216234,420021901,36.32,-84.31194444,1/1/2002,19.983,12,32801-0,species
51301,213085,419940101,36.58944444,-84.2275,1/1/1994,63.254,13,32108-0,species
51301,214904,419940301,36.57388889,-84.23861111,1/1/1994,20.212,13,32110-0,species
51301,213903,419942001,36.49472222,-84.06027778,1/1/1994,34.268,13,32161-0,species
51301,216262,319980402,35.81833333,-85.87777778,1/1/1998,34.427,13,31641-0,species
51301,215507,320000502,35.75,-85.54833,1/1/2000,57.94,13,31690-0,species
51301,216689,320020802,35.73139,-85.96111,1/1/2002,10.704,13,31781-0,species
51301,214949,320030801,35.62889,-85.82139,1/1/2003,249.301,13,31791-0,species
51301,218394,419961301,36.22333333,-84.28555556,1/1/1996,29.308,14,32280-0,species
51301,212859,320000402,36.08333,-85.32611,1/1/2000,55.292,14,31688-0,species
51301,214954,420025701,36.44611111,-84.13722222,1/1/2002,20.554,14,32879-0,species
51301,218349,420025802,36.41694444,-84.26166667,1/1/2002,33.089,14,32882-0,species
51301,215702,419941101,36.545,-84.17305556,1/1/1994,81.451,15,32151-0,species
51301,215630,419941901,36.50444444,-84.07861111,1/1/1994,45.167,15,32160-0,species
51301,218100,219980202,36.03472222,-85.93888889,1/1/1998,368.945,15,31215-0,species
51301,215506,320000501,35.75056,-85.565,1/1/2000,57.94,15,31689-0,species
51301,218116,320001102,35.9875,-86.038333,1/1/2000,166.488,15,31704-0,species
51301,212912,320000702,35.78306,-85.4,1/1/2000,358.126,15,31696-0,species
51301,216688,320020801,35.69722,-85.95611,1/1/2002,69.983,15,31780-0,species
51301,214266,320030504,36.41694,-85.02667,1/1/2003,445.698,15,31790-0,species
51301,219160,320030304,36.56972,-85.09806,1/1/2003,221.445,15,31787-0,species
51301,219031,320030401,36.39694,-85.17444,1/1/2003,195.352,15,31788-0,species
51301,213286,419940502,36.56972222,-83.92333333,1/1/1994,62.673,16,32127-0,species
51301,217679,419942101,36.485,-84.11388889,1/1/1994,57.092,16,32162-0,species
51301,218099,219980201,35.99194444,-86.02555556,1/1/1998,173.818,16,31214-0,species
51301,218348,420025801,36.44305556,-84.23222222,1/1/2002,48.587,16,32881-0,species
51301,214952,419941502,36.49694444,-84.10861111,1/1/1994,149.214,18,32156-0,species
51301,217658,320060701,36.348,-85.509,1/1/2006,212.218,18,31919-0,species
51301,215539,419941801,36.54416667,-84.08111111,1/1/1994,16.647,19,32159-0,species
51301,214302,419940601,36.545,-84.17305556,1/1/1994,81.451,19,32132-0,species
51301,212544,320060802,36.311,-85.559,1/1/2006,119.463,19,31923-0,species
51301,212545,320060803,36.34,-85.564,1/1/2006,125.097,19,31924-0,species
51301,216235,420021902,36.32833333,-84.36666667,1/1/2002,62.123,20,32802-0,species
51301,218104,220030602,36.03472,-85.93888,1/1/2003,368.945,21,31349-0,species
51301,212543,320060801,36.294,-85.56,1/1/2006,108.596,21,31922-0,species
51301,214951,419941501,36.52527778,-84.07833333,1/1/1994,202.535,23,32155-0,species
51301,217659,320060702,36.346,-85.523,1/1/2006,216.065,23,31920-0,species
51301,218115,320001101,36.03417,-85.93833,1/1/2000,368.945,24,31703-0,species
51301,218103,220030601,35.99194,-86.02556,1/1/2003,173.818,24,31348-0,species
51301,213285,419940501,36.57861111,-84.07472222,1/1/1994,477.127,28,32126-0,species
60101,214660,4199103501,36.18611111,-82.11111111,1/1/1991,5.963,1,32019-0,species
60101,218588,4199103201,36.15833333,-82.16666667,1/1/1991,3.021,1,32016-0,species
60101,216676,4199103401,36.48194444,-81.99583333,1/1/1991,2.589,1,32018-0,species
60101,212696,4199104301,35.7875,-83.00277778,1/1/1991,3.367,1,32028-0,species
60101,215420,4199104001,36.10806,-82.41666667,1/1/1991,3.391,1,32025-0,species
60101,213760,4199102901,36.13194444,-82.11666667,1/1/1991,7.483,1,32013-0,species
60101,196068,DGIF006355,36.99456865,-81.43718701,5/24/1991,24.303,1,666-0,species
60101,219030,4199205001,36.05555556,-82.71805556,1/1/1992,1.018,1,32057-0,species
60101,215384,4199204701,36.07916667,-82.67222222,1/1/1992,5.349,1,32054-0,species
60101,215930,4199203901,36.58611111,-81.75833333,1/1/1992,2.665,1,32045-0,species
60101,215843,4199204401,36.39861111,-82.16111111,1/1/1992,5.143,1,32051-0,species
60101,215718,4199204501,36.25694444,-81.99583333,1/1/1992,6.116,1,32052-0,species
60101,214959,4199210601,36.09333333,-82.54361111,1/1/1992,4.226,1,32075-0,species
60101,214608,4199204601,36.37638889,-81.81111111,1/1/1992,3.61,1,32053-0,species
60101,213269,4199204201,36.17777778,-82.20555556,1/1/1992,6.415,1,32049-0,species
60101,213902,4199204801,36.06527778,-82.69305556,1/1/1992,2.351,1,32055-0,species
60101,217688,4199304501,36.59166667,-81.88055556,1/1/1993,2.522,1,32076-0,species
60101,218852,4199304601,36.60555556,-81.68333333,1/1/1993,1.759,1,32077-0,species
60101,213284,4199305201,36.1375,-82.26666667,1/1/1993,3.015,1,32084-0,species
60101,195901,DGIF004664,36.97724246,-81.45872699,5/7/1993,32.504,1,496-0,species
60101,196018,DGIF005271,37.04358091,-81.35286115,5/12/1993,10.796,1,613-0,species
60101,196850,DGIF008904,37.04306814,-81.35589391,5/12/1993,10.796,1,1612-0,species
60101,196851,DGIF008906,37.04307709,-81.35591644,5/12/1993,10.796,1,1613-0,species
60101,196854,DGIF008911,37.00799588,-81.43101457,5/12/1993,23.379,1,1616-0,species
60101,196853,DGIF008909,36.97717325,-81.45797381,5/14/1993,32.504,1,1615-0,species
60101,196852,DGIF008907,37.05385844,-81.31782961,5/25/1993,10.796,1,1614-0,species
60101,195966,DGIF005140,37.05437926,-81.31710976,6/3/1993,10.796,1,561-0,species
60101,196016,DGIF005269,36.63081394,-81.79027416,6/18/1993,103.486,1,611-0,species
60101,211976,VA528S,36.90037,-81.44667,6/27/1993,2.401,1,58085-0,species
60101,196017,DGIF005270,36.63086808,-81.79021147,7/6/1993,103.486,1,612-0,species
60101,217586,4199404301,36.11944444,-82.09583333,1/1/1994,3.093,1,32118-0,species
60101,216174,4199404501,36.43611111,-82.07638889,1/1/1994,4.764,1,32120-0,species
60101,215719,4199404101,36.24861111,-82.08611111,1/1/1994,2.178,1,32116-0,species
60101,196512,DGIF008144,36.77971247,-81.42694257,5/25/1994,3.192,1,1247-0,species
60101,207220,DGIF055224,37.00970558,-81.42687664,6/2/1994,23.379,1,14420-0,species
60101,207219,DGIF055223,37.03346654,-81.46787985,6/2/1994,8.141,1,14419-0,species
60101,207225,DGIF055229,36.90293305,-81.46609393,6/24/1994,1.941,1,14425-0,species
60101,207224,DGIF055228,36.9016615,-81.49301295,6/29/1994,1.695,1,14424-0,species
60101,207221,DGIF055225,37.02122982,-81.45027895,7/1/1994,4.014,1,14421-0,species
60101,207222,DGIF055226,36.98944084,-81.43432592,7/5/1994,30.892,1,14422-0,species
60101,196818,DGIF008800,36.91432532,-81.39726909,7/6/1995,10.483,1,1579-0,species
60101,196827,DGIF008853,36.69069322,-82.28437043,8/1/1995,4.116,1,1588-0,species
60101,196842,DGIF008894,36.6909605,-82.28382643,8/25/1995,4.116,1,1604-0,species
60101,215581,4199603103,36.13333333,-82.03194444,1/1/1996,4.73,1,32239-0,species
60101,218677,4199603801,35.82083333,-82.96527778,1/1/1996,4.863,1,32246-0,species
60101,216955,4199603001,36.14305556,-82.11944444,1/1/1996,1.339,1,32235-0,species
60101,214760,4199602701,36.53888889,-81.72222222,1/1/1996,2.977,1,32232-0,species
60101,217759,4199603501,36.08611111,-82.68194444,1/1/1996,1.614,1,32243-0,species
60101,217587,4199703601,36.11944444,-82.09583333,1/1/1997,3.093,1,32286-0,species
60101,217612,4199703802,36.34527778,-81.72583333,1/1/1997,1.942,1,32290-0,species
60101,215584,4199710703,36.13333333,-82.03194444,1/1/1997,4.73,1,32321-0,species
60101,206431,DGIF050577,37.03460216,-81.39343096,5/20/1997,1.446,1,13605-0,species
60101,215587,419981503,36.13333333,-82.03194444,1/1/1998,4.73,1,32389-0,species
60101,217588,419982101,36.11944444,-82.09444444,1/1/1998,3.093,1,32396-0,species
60101,207880,DGIF058949,36.77224625,-81.59704159,4/12/1998,126.074,1,15226-0,species
60101,207881,DGIF058950,36.77222935,-81.59681735,4/28/1998,126.074,1,15227-0,species
60101,207882,DGIF058951,36.77226478,-81.59694088,5/19/1998,126.074,1,15228-0,species
60101,207883,DGIF058952,36.77225622,-81.59685118,6/12/1998,126.074,1,15229-0,species
60101,207884,DGIF058953,36.77222878,-81.5969294,7/15/1998,126.074,1,15230-0,species
60101,207885,DGIF058954,36.7722649,-81.59691847,9/21/1998,126.074,1,15231-0,species
60101,207888,DGIF058958,36.76409453,-81.55804792,10/21/1998,97.071,1,15234-0,species
60101,213923,4199900601,36.11944444,-82.53777778,1/1/1999,2.672,1,32419-0,species
60101,215973,4199901801,36.565,-81.90611111,1/1/1999,2.169,1,32441-0,species
60101,217589,4199901001,36.11944444,-82.09444444,1/1/1999,3.093,1,32423-0,species
60101,207603,DGIF057690,36.99521789,-81.42886208,9/9/1999,5.883,1,14841-0,species
60101,218924,420000306,36.355,-82.20333333,1/1/2000,1.763,1,32570-0,species
60101,214571,420000719,35.96805556,-83.7275,1/1/2000,3.914,1,32630-0,species
60101,217590,420001301,36.11944444,-82.09583333,1/1/2000,3.093,1,32643-0,species
60101,215445,420000901,36.55111111,-81.72361111,1/1/2000,9.346,1,32637-0,species
60101,215737,420000501,35.87527778,-83.57416667,1/1/2000,366.462,1,32579-0,species
60101,215717,420002401,36.55194444,-81.96722222,1/1/2000,4.288,1,32663-0,species
60101,215591,420001003,36.13333333,-82.03194444,1/1/2000,4.73,1,32640-0,species
60101,208530,DGIF063616,36.7637606,-81.55475922,6/30/2000,97.071,1,16368-0,species
60101,218936,420010306,36.355,-82.20333333,1/1/2001,1.763,1,32693-0,species
60101,217836,420010210,36.47916667,-82.20833333,1/1/2001,15.13,1,32685-0,species
60101,217766,420011401,36.11944444,-82.09444444,1/1/2001,3.093,1,32732-0,species
60101,215594,420011103,36.13333333,-82.03194444,1/1/2001,4.73,1,32729-0,species
60101,208501,DGIF063582,36.76379692,-81.55470346,6/6/2001,97.071,1,16339-0,species
60101,217912,420020302,36.49916667,-82.51277778,1/1/2002,23.721,1,32771-0,species
60101,217767,420024601,36.11972222,-82.09583333,1/1/2002,3.093,1,32857-0,species
60101,209411,DGIF301996,36.85478029,-81.75632751,3/11/2002,5.963,1,17948-0,species
60101,209413,DGIF301998,36.8966602,-81.74666207,3/11/2002,316.287,1,17950-0,species
60101,209412,DGIF301997,36.89676858,-81.74662945,4/5/2002,316.287,1,17949-0,species
60101,216933,420033201,35.96527778,-82.86277778,1/1/2003,33.969,1,32979-0,species
60101,217916,420030202,36.49916667,-82.51277778,1/1/2003,23.721,1,32896-0,species
60101,218487,420032401,36.58666667,-81.82166667,1/1/2003,2.222,1,32969-0,species
60101,217591,420032501,36.11972222,-82.09583333,1/1/2003,3.093,1,32970-0,species
60101,217915,420030201,36.49972222,-82.51277778,1/1/2003,23.721,1,32895-0,species
60101,213973,420033001,36.42694444,-81.93722222,1/1/2003,36.533,1,32976-0,species
60101,215484,420032303,36.13861111,-82.04555556,1/1/2003,4.73,1,32968-0,species
60101,214607,420031901,36.40222222,-82.11833333,1/1/2003,91.09,1,32962-0,species
60101,209530,DGIF303086,36.88698273,-81.38937295,4/24/2003,2.629,1,19656-0,species
60101,209529,DGIF303085,36.88618627,-81.39307214,4/24/2003,2.629,1,19655-0,species
60101,218029,420042101,36.15193,-82.03641,1/1/2004,9.237,1,33038-0,species
60101,218972,420040406,36.355,-82.20333333,1/1/2004,1.763,1,33022-0,species
60101,217592,420042301,36.12007,-82.09574,1/1/2004,3.093,1,33040-0,species
60101,216935,420042601,35.9656,-82.86275,1/1/2004,33.969,1,33044-0,species
60101,215487,420041903,36.13811,-82.04473,1/1/2004,4.73,1,33036-0,species
60101,210403,DGIF309231,36.5996158,-82.4415175,5/9/2004,5.136,1,21178-0,species
60101,215114,420053407,36.18825,-83.56036111,1/1/2005,0.002,1,33173-0,species
60101,217593,420052701,36.12007,-82.09574,1/1/2005,3.093,1,33158-0,species
60101,210518,DGIF312205,36.8687844,-81.59185693,7/8/2005,7.854,1,21749-0,species
60101,210444,DGIF310823,36.60573498,-82.20372427,8/15/2005,2.804,1,21463-0,species
60101,210442,DGIF310821,36.60219841,-82.19863831,8/15/2005,2.804,1,21461-0,species
60101,210441,DGIF310820,36.60906731,-82.21468871,8/15/2005,2.804,1,21460-0,species
60101,217928,420060202,36.49916667,-82.51277778,1/1/2006,23.721,1,33190-0,species
60101,215126,420062607,36.18825,-83.56036111,1/1/2006,0.002,1,33255-0,species
60101,217594,420061801,36.12007,-82.09574,1/1/2006,3.093,1,33236-0,species
60101,215493,420061503,36.13811,-82.04473,1/1/2006,4.73,1,33233-0,species
60101,218688,420060901,36.03815,-82.9529,1/1/2006,2.411,1,33225-0,species
60101,217585,420072301,36.12007,-82.09574,1/1/2007,3.093,1,33361-0,species
60101,219008,420070406,36.355,-82.20333333,1/1/2007,1.763,1,33294-0,species
60101,215478,420072003,36.13811,-82.04473,1/1/2007,4.73,1,33358-0,species
60101,210529,DGIF312397,36.88321119,-81.52599756,6/9/2007,14.975,1,21777-0,species
60101,210529,DGIF312397,36.88321119,-81.52599756,7/21/2007,14.975,1,21779-0,species
60101,216127,4199104401,35.79583333,-82.98333333,1/1/1991,3.95,2,32029-0,species
60101,214713,4199103601,36.06944444,-82.47083333,1/1/1991,8.967,2,32020-0,species
60101,214714,4199103602,36.05277778,-82.45416667,1/1/1991,8.967,2,32021-0,species
60101,217699,4199110202,36.0675,-82.59583333,1/1/1991,5.686,2,32037-0,species
60101,218621,4199103001,36.13333333,-82.09444444,1/1/1991,3.293,2,32014-0,species
60101,217678,4199103901,36.13888889,-82.34444444,1/1/1991,6.291,2,32024-0,species
60101,214457,4199102501,36.50972222,-82.02638889,1/1/1991,3.117,2,32009-0,species
60101,215390,4199102801,36.50277778,-81.91805556,1/1/1991,2.461,2,32012-0,species
60101,212686,4199103801,36.14305556,-82.62638889,1/1/1991,0.663,2,32023-0,species
60101,212508,4199103301,36.1625,-82.17638889,1/1/1991,7.536,2,32017-0,species
60101,212509,4199102601,36.55138889,-81.8625,1/1/1991,2.613,2,32010-0,species
60101,218308,4199104201,36.09305556,-82.64305556,1/1/1991,2.325,2,32027-0,species
60101,214049,4199205101,36.06388889,-82.7125,1/1/1992,5.634,2,32058-0,species
60101,217701,4199210202,36.0675,-82.59583333,1/1/1992,5.686,2,32066-0,species
60101,214246,4199204101,36.48888889,-81.92083333,1/1/1992,2.594,2,32048-0,species
60101,215844,4199304901,36.3,-82.07083333,1/1/1993,8.848,2,32080-0,species
60101,215735,4199305601,35.96666667,-82.8125,1/1/1993,4.503,2,32089-0,species
60101,217703,4199310402,36.0675,-82.59583333,1/1/1993,5.686,2,32098-0,species
60101,214934,4199304701,36.55138889,-81.90694444,1/1/1993,48.28,2,32078-0,species
60101,218860,4199305001,36.24166667,-82.06666667,1/1/1993,2.527,2,32081-0,species
60101,212017,VA569S,36.6279,-82.28185,5/12/1993,3.858,2,58107-0,species
60101,212018,VA570S,36.71359,-81.65757,5/12/1993,1.294,2,58108-0,species
60101,215168,4199404901,36.10416667,-82.64861111,1/1/1994,3.662,2,32124-0,species
60101,214937,4199404201,36.26111111,-82.02638889,1/1/1994,5.152,2,32117-0,species
60101,214056,4199405102,35.875,-82.95555556,1/1/1994,4.306,2,32130-0,species
60101,215956,4199403801,36.57222222,-81.83611111,1/1/1994,2.509,2,32112-0,species
